0.000000000000000000e+00,3.000000000000000000e+02,3.244754434315989897e+02
1.000000000000000056e-01,3.000000000000000000e+02,3.244754434315989897e+02
2.000000000000000111e-01,3.000000000000000000e+02,3.244754434315989897e+02
3.000000000000000444e-01,3.000000000000000000e+02,3.244754434315989897e+02
4.000000000000000222e-01,3.000000000000000000e+02,3.244754434315989897e+02
5.000000000000000000e-01,3.000000000000000000e+02,3.244754434315989897e+02
6.000000000000000888e-01,3.000000000000000000e+02,3.244754434315989897e+02
7.000000000000000666e-01,3.000000000000000000e+02,3.244754434315989897e+02
8.000000000000000444e-01,3.000000000000000000e+02,3.244754434315989897e+02
9.000000000000000222e-01,3.000000000000000000e+02,3.244754434315989897e+02
1.000000000000000000e+00,3.030000000000000000e+02,3.250746210002531029e+02
1.100000000000000089e+00,3.030000000000000000e+02,3.256227109949379610e+02
1.200000000000000178e+00,3.030000000000000000e+02,3.261270116683274978e+02
1.300000000000000044e+00,3.030000000000000000e+02,3.265933474626003203e+02
1.400000000000000133e+00,3.030000000000000000e+02,3.270264152640628481e+02
1.500000000000000000e+00,3.030000000000000000e+02,3.274300407732674785e+02
1.600000000000000089e+00,3.030000000000000000e+02,3.278073703638269762e+02
1.700000000000000178e+00,3.030000000000000000e+02,3.281610160231213058e+02
1.800000000000000044e+00,3.030000000000000000e+02,3.284931658015842686e+02
1.900000000000000133e+00,3.030000000000000000e+02,3.288056689351295176e+02
2.000000000000000000e+00,3.030000000000000000e+02,3.291001015206387024e+02
2.100000000000000089e+00,3.030000000000000000e+02,3.293778180717064856e+02
2.200000000000000178e+00,3.030000000000000000e+02,3.296399920992938064e+02
2.300000000000000266e+00,3.030000000000000000e+02,3.298876481871142801e+02
2.400000000000000355e+00,3.030000000000000000e+02,3.301216876093614019e+02
2.500000000000000000e+00,3.030000000000000000e+02,3.303429089443923772e+02
2.600000000000000089e+00,3.030000000000000000e+02,3.305520247438292358e+02
2.700000000000000178e+00,3.030000000000000000e+02,3.307496750950974160e+02
2.800000000000000266e+00,3.030000000000000000e+02,3.309364387225570567e+02
2.900000000000000355e+00,3.030000000000000000e+02,3.311128421268337547e+02
3.000000000000000000e+00,3.030000000000000000e+02,3.312793671516993186e+02
3.100000000000000089e+00,3.030000000000000000e+02,3.314364572827837492e+02
3.200000000000000178e+00,3.030000000000000000e+02,3.315845229162302417e+02
3.300000000000000266e+00,3.030000000000000000e+02,3.317239457508097757e+02
3.400000000000000355e+00,3.030000000000000000e+02,3.318550823527048124e+02
3.500000000000000000e+00,3.030000000000000000e+02,3.319782673509383244e+02
3.600000000000000089e+00,3.030000000000000000e+02,3.320938168171075517e+02
3.700000000000000178e+00,3.030000000000000000e+02,3.322020302725400143e+02
3.800000000000000266e+00,3.030000000000000000e+02,3.323031926544131807e+02
3.900000000000000355e+00,3.030000000000000000e+02,3.323975760630299305e+02
4.000000000000000000e+00,3.030000000000000000e+02,3.324854412783255384e+02
4.100000000000000533e+00,3.030000000000000000e+02,3.325670390794970785e+02
4.200000000000000178e+00,3.030000000000000000e+02,3.326426113951698085e+02
4.299999999999999822e+00,3.030000000000000000e+02,3.327123923066104112e+02
4.400000000000000355e+00,3.030000000000000000e+02,3.327766093053309078e+02
4.500000000000000000e+00,3.030000000000000000e+02,3.328354833698498965e+02
4.600000000000000533e+00,3.030000000000000000e+02,3.328892296669232564e+02
4.700000000000000178e+00,3.030000000000000000e+02,3.329380584653999335e+02
4.800000000000000711e+00,3.030000000000000000e+02,3.329821755812677111e+02
4.900000000000000355e+00,3.030000000000000000e+02,3.330217827717754062e+02
5.000000000000000000e+00,3.030000000000000000e+02,3.330570780711419729e+02
5.100000000000000533e+00,3.030000000000000000e+02,3.330882560678309119e+02
5.200000000000000178e+00,3.030000000000000000e+02,3.331155081259114468e+02
5.300000000000000711e+00,3.030000000000000000e+02,3.331390225538254981e+02
5.400000000000000355e+00,3.030000000000000000e+02,3.331589847241127700e+02
